cod_proposta;cod_cliente;cod_colaborador;data_entrada_proposta;horario_entrada_proposta;taxa_juros_mensal;valor_proposta;valor_financiamento;valor_entrada;valor_prestacao;quantidade_parcelas;carencia;status_proposta
51;165;56;12/11/2019;02:23:10;0.0204;65284.13;82344.28;17060.15;1509.25;106;3;Em análise
1147;853;56;13/04/2015;04:42:04;0.0242;43718.45;67193.24;23474.79;4574.46;11;3;Em análise
1649;22;56;13/04/2016;17:42:59;0.0216;60844.65;108336.43;47491.78;3384.63;23;2;Em análise
1502;523;57;24/10/2021;02:27:55;0.0112;39520.71;62793.15;23272.44;1404.12;34;6;Em análise
33;287;58;15/02/2012;13:07:21;0.0191;161524.69;204622.46;43097.77;6016.94;38;5;Em análise
524;39;58;15/11/2012;03:50:33;0.0146;145111.82;180996.66;35884.84;5708.68;32;0;Em análise
997;738;58;17/05/2010;09:54:45;0.0172;167934.19;204979.60;37045.41;9595.70;21;3;Em análise
1090;549;58;16/03/2020;03:57:53;0.0115;17127.83;22575.01;5447.18;316.85;85;1;Em análise
1234;120;58;17/02/2017;03:04:39;0.0204;144173.91;188592.72;44418.81;4118.75;62;6;Em análise
1734;819;58;07/03/2021;09:04:04;0.0218;40229.92;69161.21;28931.29;994.62;99;0;Em análise
1938;494;58;19/11/2012;12:30:20;0.009;97385.49;166583.93;69198.44;1463.12;102;0;Em análise
167;388;59;06/11/2015;09:02:27;0.0209;33766.86;62728.89;28962.03;984.49;61;2;Em análise
662;461;59;30/10/2020;11:57:22;0.0213;118546.65;162746.42;44199.77;3361.42;66;2;Em análise
488;824;60;05/05/2011;11:22:58;0.0185;73995.04;96178.01;22182.97;1687.10;91;6;Em análise
837;303;60;29/08/2018;16:22:01;0.0156;54076.91;91613.30;37536.39;1341.86;64;2;Em análise
936;515;60;17/09/2019;10:22:00;0.0123;63882.82;90789.59;26906.77;1036.86;116;5;Em análise
1080;784;60;06/01/2017;21:21:47;0.0224;75637.69;104212.88;28575.19;1982.87;87;2;Em análise
1105;545;60;31/10/2021;22:17:07;0.0214;82652.12;128271.69;45619.57;2222.95;75;3;Em análise
194;456;61;20/04/2018;17:07:53;0.0087;96279.62;115148.01;18868.39;7334.27;14;4;Em análise
470;498;61;17/03/2012;16:35:15;0.0208;69989.52;95750.92;25761.40;18416.61;4;6;Em análise
1344;389;61;05/08/2010;03:28:40;0.0124;130286.24;212578.03;82291.79;7395.54;20;5;Em análise
1796;871;61;13/01/2020;11:57:25;0.019;41638.41;66154.43;24516.02;902.89;111;2;Em análise
455;999;62;10/02/2019;15:08:36;0.0174;135037.07;171017.58;35980.51;137386.71;1;5;Em análise
779;884;62;14/09/2018;15:19:45;0.024;91456.69;137939.39;46482.70;3160.46;50;3;Em análise
1360;958;62;25/10/2019;06:34:56;0.0207;20276.13;24323.74;4047.61;1047.11;25;4;Em análise
198;847;63;25/06/2018;04:53:34;0.0235;136567.47;244664.78;108097.31;3699.71;87;2;Em análise
329;736;63;22/11/2021;09:11:59;0.0138;64264.14;83018.15;18754.01;65150.99;1;6;Em análise
399;248;63;19/12/2013;05:02:55;0.0191;9064.30;17544.25;8479.95;214.48;87;1;Em análise
400;520;63;02/06/2020;23:37:39;0.0244;15747.06;26179.89;10432.83;451.45;79;2;Em análise
1285;568;63;04/07/2021;23:21:37;0.0135;143657.70;243497.22;99839.52;4086.03;48;1;Em análise
1487;136;63;11/09/2017;17:02:28;0.0088;146053.18;218806.14;72752.96;2244.90;97;2;Em análise
240;898;64;02/01/2016;01:08:56;0.0154;83719.71;156962.58;73242.87;1725.32;90;1;Em análise
475;683;64;01/11/2021;22:06:54;0.0132;64259.39;78671.82;14412.43;1376.83;73;6;Em análise
1754;234;64;09/04/2021;05:30:12;0.0247;152085.65;190172.16;38086.51;3968.87;120;2;Em análise
423;548;65;04/12/2018;05:17:12;0.0094;96822.34;188726.93;91904.59;4077.04;27;6;Em análise
1325;769;65;14/12/2015;14:03:55;0.0206;25004.75;46782.48;21777.73;1289.79;25;0;Em análise
1381;834;65;18/12/2016;15:50:43;0.0136;136971.80;162117.27;25145.47;2398.24;111;1;Em análise
43;459;66;21/11/2022;14:05:11;0.0156;156818.44;196748.06;39929.62;14430.90;12;5;Em análise
137;891;66;09/04/2012;01:06:53;0.0132;6107.23;7275.46;1168.23;105.14;111;2;Em análise
848;343;66;06/07/2018;11:08:16;0.0224;49839.08;93053.36;43214.28;1632.21;52;2;Em análise
1557;662;66;22/12/2019;11:27:04;0.009;14318.61;24358.26;10039.65;197.47;118;6;Em análise
1897;443;66;11/07/2015;06:06:25;0.0247;116292.92;218389.28;102096.36;119165.36;1;4;Em análise
766;451;67;19/11/2013;07:01:54;0.0137;95279.11;126793.23;31514.12;4245.51;27;1;Em análise
983;420;68;27/02/2018;03:22:09;0.02;14209.97;25246.25;11036.28;1740.94;9;4;Em análise
1569;659;68;18/07/2010;17:58:52;0.0138;104778.42;146684.86;41906.44;5347.84;23;4;Em análise
1585;856;68;12/10/2020;00:32:46;0.021;109688.63;175685.25;65996.62;5088.67;29;3;Em análise
1611;922;68;29/12/2018;18:53:30;0.025;36593.79;47142.69;10548.90;971.63;115;2;Em análise
1183;297;69;02/12/2016;02:48:59;0.0198;136515.72;234283.67;97767.95;3248.55;91;2;Em análise
1276;994;69;07/05/2015;06:06:48;0.0094;72251.23;106995.24;34744.01;1712.32;54;6;Em análise
378;824;70;23/11/2020;03:22:45;0.021;149166.60;195978.09;46811.49;152299.10;1;2;Em análise
593;355;70;28/07/2021;23:25:13;0.0156;167808.50;204293.24;36484.74;4021.37;68;1;Em análise
1817;736;70;11/11/2011;17:23:52;0.0181;76155.40;103044.52;26889.12;1665.55;98;6;Em análise
1934;119;70;03/04/2014;05:45:07;0.0183;193499.69;240234.39;46734.70;4462.27;87;4;Em análise
1990;164;70;18/11/2011;16:38:58;0.01;44475.10;77662.03;33186.93;1152.56;49;6;Em análise
61;238;71;22/01/2011;10:48:40;0.0216;2757.11;4921.74;2164.63;99.08;43;3;Em análise
128;138;71;15/01/2010;15:35:07;0.0186;42027.97;57869.25;15841.28;957.42;92;6;Em análise
197;724;71;06/06/2018;08:17:09;0.0112;113650.06;143828.50;30178.44;1777.92;113;4;Em análise
495;165;71;16/05/2021;11:54:26;0.0225;57332.86;68767.29;11434.43;1409.21;111;3;Em análise
823;510;71;18/01/2015;14:10:10;0.0199;113077.12;213904.00;100826.88;2575.57;105;0;Em análise
1189;822;71;23/10/2019;13:32:42;0.0212;38738.39;48276.26;9537.87;918.59;107;0;Em análise
1367;670;71;03/07/2013;11:10:21;0.0206;27776.13;36728.02;8951.89;952.83;45;6;Em análise
1400;897;71;07/09/2012;09:24:17;0.0199;113310.62;177189.69;63879.07;5317.53;28;0;Em análise
1401;66;71;15/02/2019;00:02:45;0.0244;14279.96;16877.20;2597.24;989.75;18;3;Em análise
1464;357;71;02/06/2017;16:30:58;0.0082;46616.97;63660.16;17043.19;763.75;85;0;Em análise
1708;834;71;25/04/2020;16:06:35;0.0085;204394.41;249758.68;45364.27;16673.98;13;1;Em análise
111;85;72;01/09/2019;08:52:49;0.0146;68341.84;81810.30;13468.46;1361.99;91;5;Em análise
274;661;72;28/08/2012;07:48:53;0.0238;151970.25;179818.86;27848.61;5028.99;54;6;Em análise
679;991;72;06/02/2012;13:36:57;0.0207;111890.68;164479.49;52588.81;3794.84;46;0;Em análise
713;164;72;27/11/2011;08:05:50;0.0234;135970.24;176825.19;40854.95;21284.47;7;6;Em análise
795;861;72;04/05/2021;17:59:35;0.0159;25604.67;31391.85;5787.18;536.93;90;2;Em análise
918;962;72;24/08/2021;07:57:06;0.0204;86406.10;154099.71;67693.61;1992.25;107;4;Em análise
991;814;72;19/12/2011;06:05:59;0.0238;23544.61;34956.63;11412.02;1017.83;34;3;Em análise
1625;471;72;05/05/2021;09:01:14;0.0194;74248.97;99675.37;25426.40;1717.17;95;3;Em análise
319;632;73;01/07/2019;10:04:16;0.0103;63096.38;78415.43;15319.05;2106.57;36;0;Em análise
1612;554;73;23/07/2019;05:47:24;0.0151;144613.08;174804.35;30191.27;2632.79;118;2;Em análise
277;272;74;10/07/2015;08:49:03;0.0221;95979.21;113745.23;17766.02;25335.00;4;3;Em análise
449;778;74;10/06/2014;17:20:52;0.0217;45887.56;54695.56;8808.00;1288.75;69;5;Em análise
752;974;74;11/07/2015;10:28:37;0.0208;67476.93;83197.19;15720.26;1646.18;93;4;Em análise
958;364;74;24/12/2021;20:22:47;0.0243;112903.64;156235.69;43332.05;2928.72;115;2;Em análise
276;731;75;04/02/2017;06:27:26;0.0092;10667.70;18799.77;8132.07;244.62;56;5;Em análise
622;885;75;08/03/2011;01:41:47;0.013;46974.86;81837.77;34862.91;1341.99;47;0;Em análise
1131;339;75;14/01/2016;03:23:35;0.0204;156131.71;202085.57;45953.86;5196.49;47;6;Em análise
304;237;76;01/04/2012;16:08:05;0.0099;102928.92;175083.61;72154.69;1796.70;85;0;Em análise
945;415;76;19/11/2022;07:58:31;0.0117;160842.74;220841.00;59998.26;12522.30;14;6;Em análise
1137;805;76;13/07/2016;19:04:21;0.012;126234.06;158179.72;31945.66;5501.32;27;6;Em análise
1782;405;76;31/01/2016;22:25:09;0.0237;58212.61;71195.86;12983.25;1508.59;105;6;Em análise
728;807;77;05/03/2011;20:39:47;0.024;175186.65;217450.02;42263.37;4477.13;118;4;Em análise
966;932;77;02/05/2011;10:29:25;0.0238;116523.55;143445.00;26921.45;3454.97;69;0;Em análise
1063;284;77;12/04/2022;22:10:23;0.0217;118281.38;225897.45;107616.07;2827.64;111;6;Em análise
1717;590;77;08/02/2019;00:42:30;0.0231;35631.20;61361.35;25730.15;1196.37;51;6;Em análise
1193;463;78;27/11/2018;17:24:07;0.0234;34810.62;49264.08;14453.46;882.26;111;0;Em análise
1372;557;78;10/01/2018;21:52:33;0.0199;70642.90;128757.59;58114.69;3075.42;31;3;Em análise
1262;974;79;08/08/2017;21:22:10;0.021;180490.94;245410.40;64919.46;4748.84;77;0;Em análise
1414;467;79;21/11/2019;06:54:43;0.018;77389.43;125685.43;48296.00;5609.84;16;5;Em análise
1885;177;79;27/05/2012;15:00:47;0.0191;91789.70;166042.12;74252.42;2236.18;81;1;Em análise
1964;921;79;27/01/2010;05:31:26;0.0158;174276.79;205061.49;30784.70;4517.00;60;2;Em análise
110;133;80;10/06/2016;20:05:34;0.013;84783.26;155668.88;70885.62;1687.25;82;3;Em análise
443;37;80;09/06/2015;21:45:29;0.0215;58014.12;87004.94;28990.82;1352.64;120;2;Em análise
881;378;80;23/01/2017;23:41:53;0.01;141503.02;223199.06;81696.04;2076.20;115;4;Em análise
1034;85;80;19/04/2011;07:51:00;0.0201;24695.16;31300.02;6604.86;560.41;109;2;Em análise
1340;31;80;20/08/2016;11:56:32;0.0099;51153.55;82613.69;31460.14;777.32;107;6;Em análise
1353;444;80;15/08/2011;03:54:27;0.0164;64833.77;129438.91;64605.14;2753.51;30;1;Em análise
1721;768;80;23/04/2013;23:30:48;0.0094;106194.46;182320.84;76126.38;1479.71;120;2;Em análise
1807;861;80;20/04/2019;05:48:59;0.0085;13022.14;18606.80;5584.66;227.00;79;4;Em análise
161;602;81;29/03/2015;02:21:30;0.0214;170214.62;210891.78;40677.16;3954.16;120;0;Em análise
360;744;81;10/11/2021;04:56:10;0.0104;47178.50;57113.38;9934.88;2512.46;21;0;Em análise
862;940;81;03/10/2013;02:30:56;0.0126;18484.85;29769.01;11284.16;315.55;107;4;Em análise
1503;775;81;27/12/2021;10:32:26;0.0224;54938.94;101545.12;46606.18;3190.19;22;3;Em análise
60;194;82;25/11/2012;08:05:04;0.0243;189577.66;243772.06;54194.40;9184.80;29;2;Em análise
1077;181;82;23/05/2011;22:12:07;0.0081;69724.34;122830.14;53105.80;1323.03;69;0;Em análise
1196;893;82;25/05/2012;05:00:08;0.0133;67637.05;92016.10;24379.05;2326.45;37;1;Em análise
497;763;83;09/11/2015;14:36:16;0.0153;94763.22;161314.83;66551.61;4070.60;29;2;Em análise
515;982;84;14/11/2017;19:20:38;0.0156;56447.61;96471.98;40024.37;1183.73;88;5;Em análise
1108;716;84;01/01/2014;17:40:10;0.0168;135794.46;207700.80;71906.34;3242.16;73;6;Em análise
1149;204;84;14/07/2020;02:41:18;0.0244;8810.70;14833.47;6022.77;227.92;119;6;Em análise
1550;814;84;26/10/2014;15:21:31;0.0117;25528.13;38960.17;13432.04;436.75;99;1;Em análise
1950;417;84;06/01/2010;02:30:09;0.0207;151171.70;221322.36;70150.66;3550.89;104;6;Em análise
227;867;85;08/08/2022;19:57:40;0.0163;105738.50;208601.79;102863.29;2307.31;85;0;Em análise
731;660;85;11/04/2020;07:58:18;0.0232;136136.96;243044.58;106907.62;3951.92;70;0;Em análise
1384;647;85;10/10/2020;12:35:52;0.014;132774.82;229180.05;96405.23;3067.23;67;6;Em análise
1394;226;85;24/11/2014;06:58:17;0.0128;24700.41;42190.52;17490.11;613.13;57;0;Em análise
1402;773;85;27/08/2010;01:47:09;0.0143;42692.91;70734.39;28041.48;1126.36;55;1;Em análise
1985;803;85;20/11/2022;00:16:28;0.0157;50587.03;69413.01;18825.98;3600.03;16;2;Em análise
1244;92;86;25/03/2018;13:56:25;0.0244;59378.08;78516.30;19138.22;1550.55;113;4;Em análise
1737;65;86;16/07/2014;22:00:38;0.0188;17028.04;26437.75;9409.71;1598.32;12;3;Em análise
1743;849;86;30/04/2012;08:47:28;0.0238;119159.38;210854.80;91695.42;13530.72;10;6;Em análise
675;380;87;19/09/2017;19:23:19;0.0121;55826.68;90190.26;34363.58;1768.82;40;4;Em análise
872;141;87;28/01/2013;14:18:55;0.0153;60762.11;110392.02;49629.91;3153.82;23;0;Em análise
1654;673;87;20/10/2021;23:40:51;0.017;8983.78;15413.04;6429.26;258.53;53;2;Em análise
1919;526;87;03/04/2010;06:33:42;0.011;17607.49;29858.33;12250.84;297.91;96;3;Em análise
1437;124;88;08/03/2010;08:56:10;0.017;47360.19;70478.49;23118.30;1290.61;58;2;Em análise
1976;216;88;29/10/2018;15:38:48;0.0194;69555.41;94909.61;25354.20;1710.03;81;3;Em análise
261;834;89;25/01/2016;13:09:28;0.015;149379.28;205863.25;56483.97;7209.56;25;3;Em análise
653;604;89;26/01/2022;20:53:45;0.0145;7494.07;14696.94;7202.87;175.59;67;1;Em análise
974;191;89;04/12/2017;01:56:58;0.0203;4059.85;4832.49;772.64;133.17;48;1;Em análise
1660;563;89;09/12/2020;02:05:38;0.0103;24663.29;35565.54;10902.25;362.10;118;0;Em análise
179;485;90;14/12/2019;08:55:29;0.0151;135021.70;245166.06;110144.36;2458.17;118;3;Em análise
714;71;90;06/07/2012;17:49:44;0.0242;100499.86;188600.01;88100.15;2931.73;74;4;Em análise
1041;212;90;29/11/2019;02:00:03;0.0248;98973.46;150203.57;51230.11;3345.76;54;2;Em análise
1755;796;90;30/11/2011;17:59:21;0.024;189893.04;242076.45;52183.41;5137.01;92;0;Em análise
1995;765;90;12/07/2017;23:35:07;0.0086;26313.94;39247.97;12934.03;491.74;72;5;Em análise
640;164;91;17/05/2011;15:14:39;0.0135;85703.61;139655.96;53952.35;1531.69;105;0;Em análise
1071;852;91;26/05/2013;10:06:06;0.0229;142169.35;186270.44;44101.09;4417.06;59;6;Em análise
1980;876;91;24/10/2010;08:34:12;0.0134;189499.54;242564.46;53064.92;4343.60;66;5;Em análise
300;442;92;16/10/2013;12:56:34;0.0111;77895.26;121121.28;43226.02;5053.29;17;6;Em análise
943;876;92;18/05/2020;05:43:38;0.0192;111468.69;219863.08;108394.39;2428.83;112;5;Em análise
1148;796;92;27/08/2020;12:35:25;0.0202;34039.66;44390.49;10350.83;1192.07;43;5;Em análise
1261;812;92;01/02/2022;17:07:15;0.0217;20329.83;34774.07;14444.24;570.96;69;5;Em análise
1777;520;92;29/08/2020;23:59:06;0.0223;43392.04;70898.29;27506.25;1093.59;98;2;Em análise
242;582;93;22/10/2017;09:29:39;0.0157;87044.83;166828.60;79783.77;2250.33;60;3;Em análise
658;195;93;13/05/2011;00:32:21;0.0134;13522.34;23299.20;9776.86;13703.54;1;6;Em análise
1838;385;93;02/02/2019;11:53:57;0.0139;8065.50;16074.79;8009.29;205.81;57;6;Em análise
115;463;94;26/10/2012;11:14:32;0.0202;63254.60;87764.13;24509.53;1524.84;91;0;Em análise
414;891;94;09/05/2020;22:39:52;0.009;118293.54;229861.15;111567.61;1951.84;88;1;Em análise
865;448;94;20/08/2021;17:48:11;0.0229;71614.90;101896.77;30281.87;2711.70;41;4;Em análise
928;859;94;08/10/2015;05:56:25;0.023;44984.14;87246.07;42261.93;1150.35;101;6;Em análise
1539;157;94;22/05/2010;19:19:08;0.0106;21563.42;33002.82;11439.40;2087.18;11;3;Em análise
129;11;95;28/12/2018;00:39:46;0.0148;112189.30;224260.72;112071.42;2103.65;106;5;Em análise
621;747;95;29/11/2015;21:05:22;0.0222;111276.06;180089.89;68813.83;3093.00;73;6;Em análise
1895;596;95;28/04/2020;14:28:54;0.0146;16642.62;20329.70;3687.08;523.89;43;2;Em análise
440;94;96;01/04/2014;18:10:00;0.0101;111353.93;167371.31;56017.38;19220.54;6;1;Em análise
1040;352;96;11/08/2016;18:19:52;0.019;77344.54;127506.91;50162.37;1920.32;77;0;Em análise
1271;508;96;09/05/2013;02:54:09;0.0198;131285.64;237550.40;106264.76;23422.06;6;1;Em análise
1641;966;96;06/08/2014;18:51:13;0.0237;54505.62;67276.37;12770.75;1799.83;54;4;Em análise
1643;72;96;18/10/2010;00:39:23;0.0201;77521.81;99610.52;22088.71;1722.77;118;2;Em análise
1653;561;96;05/04/2011;12:19:20;0.0238;145083.20;245724.28;100641.08;4091.00;79;4;Em análise
1944;173;96;10/02/2020;09:17:49;0.0154;42379.89;50439.65;8059.76;902.70;84;0;Em análise
292;718;97;24/05/2014;12:23:07;0.0194;150050.16;190522.83;40472.67;5029.35;45;5;Em análise
905;304;97;04/05/2011;02:12:34;0.0235;55022.20;71247.88;16225.68;2415.16;33;3;Em análise
944;707;97;24/08/2021;11:04:26;0.0147;2837.24;4770.35;1933.11;120.87;29;5;Em análise
1051;186;97;29/10/2022;12:50:30;0.0109;45247.52;77025.27;31777.75;1069.97;57;0;Em análise
1116;542;97;17/12/2018;22:54:10;0.023;5994.88;9762.65;3767.77;148.25;117;5;Em análise
1163;644;97;24/11/2011;10:44:25;0.0231;75382.98;102354.31;26971.33;2124.53;75;6;Em análise
1287;266;97;21/07/2011;23:43:05;0.0091;113835.18;227480.65;113645.47;1717.70;102;5;Em análise
1524;71;97;15/11/2014;02:36:18;0.0152;27295.90;52005.89;24709.99;530.50;101;5;Em análise
393;820;98;22/06/2017;12:59:38;0.0195;147290.05;186875.66;39585.61;3337.69;102;1;Em análise
676;671;98;10/07/2010;16:36:44;0.0109;72726.43;134913.71;62187.28;1813.77;53;1;Em análise
760;800;98;24/10/2019;11:10:11;0.0233;139252.04;181592.26;42340.22;36864.22;4;3;Em análise
933;313;98;30/11/2019;17:40:49;0.0227;97616.01;125475.13;27859.12;2425.93;109;4;Em análise
25;728;99;14/07/2015;17:59:21;0.0116;116949.05;174504.44;57555.39;4395.75;32;5;Em análise
270;748;99;24/06/2012;06:55:49;0.0166;20623.87;31283.71;10659.84;709.70;40;0;Em análise
639;417;99;20/12/2019;13:15:29;0.0102;14928.43;25153.30;10224.87;415.34;45;6;Em análise
645;674;99;22/08/2012;08:52:00;0.017;150015.05;178999.79;28984.74;3768.21;67;3;Em análise
803;539;99;16/07/2013;23:37:21;0.0134;96169.09;154262.02;58092.93;1995.06;78;5;Em análise
1935;491;99;03/09/2013;17:58:01;0.0177;162403.24;232794.88;70391.64;4094.86;69;0;Em análise
1940;78;99;28/10/2010;10:28:01;0.0164;1815.35;2949.36;1134.01;41.96;76;4;Em análise
1941;711;99;05/06/2014;15:29:52;0.0083;21026.93;29591.73;8564.80;289.06;112;3;Em análise
59;60;100;31/12/2021;18:53:53;0.0106;113557.05;142096.97;28539.92;3900.44;35;0;Em análise
216;950;100;04/08/2018;23:00:46;0.0133;1844.15;2879.96;1035.81;45.31;59;2;Em análise
1181;867;100;17/10/2016;17:54:45;0.0137;131801.63;246764.83;114963.20;2781.10;77;6;Em análise
527;575;1;04/03/2020;02:05:20;0.0199;57758.43;84849.07;27090.64;5898.28;11;3;Validação documentos
1530;605;1;24/07/2010;13:44:13;0.0161;86186.72;105665.09;19478.37;2045.85;71;1;Validação documentos
1888;322;1;17/10/2021;21:56:37;0.0215;99871.15;163504.18;63633.03;3003.37;59;6;Validação documentos
1903;966;1;14/09/2017;17:39:27;0.0102;31611.25;54606.70;22995.45;660.48;66;6;Validação documentos
1252;785;2;09/04/2016;14:41:37;0.0152;108038.21;176965.54;68927.33;3059.81;51;1;Validação documentos
156;531;3;15/10/2012;04:39:20;0.0223;130959.31;236890.13;105930.82;23561.42;6;2;Validação documentos
269;683;3;18/08/2018;01:14:08;0.0241;201103.08;239843.25;38740.17;6043.31;68;3;Validação documentos
873;941;3;12/03/2016;18:39:59;0.0097;67414.91;112788.58;45373.67;1037.96;103;5;Validação documentos
1119;894;3;24/04/2010;13:53:58;0.0173;22935.52;36492.52;13557.00;506.94;89;0;Validação documentos
1206;608;3;19/06/2017;08:08:22;0.0121;84015.80;136953.90;52938.10;8203.42;11;2;Validação documentos
1392;817;3;12/06/2016;01:30:36;0.0176;120328.96;233663.83;113334.87;2638.64;93;5;Validação documentos
1432;715;3;17/01/2015;06:59:11;0.0098;119988.93;183409.96;63421.03;1735.95;116;0;Validação documentos
1558;705;3;20/02/2015;09:56:21;0.0219;34984.64;41769.25;6784.61;884.06;93;4;Validação documentos
142;431;4;02/08/2021;13:35:59;0.0214;163191.44;222265.97;59074.53;29271.68;6;1;Validação documentos
258;892;4;21/03/2013;04:43:58;0.0122;149941.78;186102.21;36160.43;2472.94;111;6;Validação documentos
389;182;4;22/07/2017;16:37:16;0.0238;39547.97;53003.03;13455.06;2002.20;27;1;Validação documentos
1168;938;4;19/11/2011;11:40:19;0.0109;134829.49;180975.48;46145.99;4548.14;36;6;Validação documentos
1926;251;4;09/01/2012;01:18:59;0.0086;103227.23;172975.20;69747.97;3346.38;36;1;Validação documentos
1967;500;4;27/03/2010;01:51:33;0.0185;78677.16;132774.82;54097.66;1862.22;83;6;Validação documentos
267;183;5;03/09/2020;16:48:29;0.0245;50643.82;60087.47;9443.65;4922.19;12;6;Validação documentos
446;314;5;04/06/2013;02:53:19;0.0133;42890.56;78296.20;35405.64;945.36;70;6;Validação documentos
1532;365;5;04/04/2016;00:58:07;0.0214;32044.13;41368.00;9323.87;775.16;102;3;Validação documentos
266;210;6;28/11/2013;00:40:16;0.0186;136246.32;206297.72;70051.40;2894.95;113;1;Validação documentos
573;981;6;16/12/2012;03:56:08;0.0165;81430.04;138766.31;57336.27;3017.94;36;6;Validação documentos
672;897;6;01/07/2017;10:56:35;0.0182;170663.12;228697.87;58034.75;5046.05;53;0;Validação documentos
1455;925;6;19/07/2016;15:27:45;0.012;33474.67;55191.55;21716.88;1176.93;35;0;Validação documentos
1798;365;6;12/04/2021;12:37:29;0.0157;92967.51;136645.37;43677.86;1746.21;116;4;Validação documentos
665;369;7;30/04/2010;07:25:55;0.0134;5084.61;6586.85;1502.24;95.45;94;1;Validação documentos
1510;781;7;02/08/2018;23:09:45;0.0227;106652.51;166759.20;60106.69;2865.78;83;4;Validação documentos
52;480;8;20/05/2018;06:05:44;0.02;5844.07;8138.55;2294.48;229.28;36;3;Validação documentos
1208;477;8;19/05/2019;13:13:33;0.018;161277.45;243435.50;82158.05;4070.67;70;3;Validação documentos
1146;37;9;20/07/2018;04:46:38;0.0149;122743.55;240955.66;118212.11;2202.18;120;1;Validação documentos
1554;274;9;15/10/2016;19:55:58;0.0179;34783.91;69257.62;34473.71;925.19;63;1;Validação documentos
68;502;10;19/10/2019;20:19:47;0.0177;105883.71;210240.41;104356.70;2513.88;78;6;Validação documentos
191;615;10;13/10/2011;03:30:37;0.0116;120976.03;241332.01;120355.98;2329.01;80;1;Validação documentos
